,desc,iure11,facto11,iure01,facto01,iure91,facto91,perifereia,nomos,dimos,dimenot,koinot,kath,article_kath,article_dim,lat,long,elev,mean_temp
74,Λύκειο,1016,990,1035,1040,910,917,ΑΝΑΤΟΛΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ ΚΑΙ ΘΡΑΚΗΣ,ΡΟΔΟΠΗΣ,ΑΡΡΙΑΝΩΝ,ΑΡΡΙΑΝΩΝ,Λυκείου,Λύκειον,το,το,41.06413,25.6857,,
75,Μικρό Πιστό,433,415,367,366,377,373,ΑΝΑΤΟΛΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ ΚΑΙ ΘΡΑΚΗΣ,ΡΟΔΟΠΗΣ,ΑΡΡΙΑΝΩΝ,ΑΡΡΙΑΝΩΝ,Μικρού Πιστού,Μικρόν Πιστόν,το,το,,,,
76,Μύστακας,419,417,438,441,444,444,ΑΝΑΤΟΛΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ ΚΑΙ ΘΡΑΚΗΣ,ΡΟΔΟΠΗΣ,ΑΡΡΙΑΝΩΝ,ΑΡΡΙΑΝΩΝ,Μύστακα,Μύστακας,ο,ο,41.08118,25.64946,,
77,Νέδα,246,246,260,261,266,267,ΑΝΑΤΟΛΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ ΚΑΙ ΘΡΑΚΗΣ,ΡΟΔΟΠΗΣ,ΑΡΡΙΑΝΩΝ,ΑΡΡΙΑΝΩΝ,Νέδας,Νέδα,η,η,41.07685,25.7958,,
78,Νικητές,94,93,101,101,104,105,ΑΝΑΤΟΛΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ ΚΑΙ ΘΡΑΚΗΣ,ΡΟΔΟΠΗΣ,ΑΡΡΙΑΝΩΝ,ΑΡΡΙΑΝΩΝ,Νικητών,Νικηταί,οι,οι,41.10776,25.72369,,
79,Πλαγιά,294,316,293,293,271,270,ΑΝΑΤΟΛΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ ΚΑΙ ΘΡΑΚΗΣ,ΡΟΔΟΠΗΣ,ΑΡΡΙΑΝΩΝ,ΑΡΡΙΑΝΩΝ,Πλαγιάς,Πλαγιά,η,η,41.13231,25.72,,
80,Σκάλωμα,318,307,377,374,361,360,ΑΝΑΤΟΛΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ ΚΑΙ ΘΡΑΚΗΣ,ΡΟΔΟΠΗΣ,ΑΡΡΙΑΝΩΝ,ΑΡΡΙΑΝΩΝ,Σκαλώματος,Σκάλωμα,το,το,41.12369,25.6769,,
81,Στροφή,339,338,346,344,364,364,ΑΝΑΤΟΛΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ ΚΑΙ ΘΡΑΚΗΣ,ΡΟΔΟΠΗΣ,ΑΡΡΙΑΝΩΝ,ΑΡΡΙΑΝΩΝ,Στροφής,Στροφή,η,η,41.09335,25.7896,,
82,Κέχρος,199,191,175,167,201,183,ΑΝΑΤΟΛΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ ΚΑΙ ΘΡΑΚΗΣ,ΡΟΔΟΠΗΣ,ΑΡΡΙΑΝΩΝ,ΚΕΧΡΟΥ,Κέχρου,Κέχρος,ο,ο,,,,
83,Άνω Καμπή,23,16,42,41,20,21,ΑΝΑΤΟΛΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ ΚΑΙ ΘΡΑΚΗΣ,ΡΟΔΟΠΗΣ,ΑΡΡΙΑΝΩΝ,ΚΕΧΡΟΥ,Κέχρου,Άνω Καμπή,η,η,41.26029,25.91053,,
84,Βούρλα,30,30,44,44,51,51,ΑΝΑΤΟΛΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ ΚΑΙ ΘΡΑΚΗΣ,ΡΟΔΟΠΗΣ,ΑΡΡΙΑΝΩΝ,ΚΕΧΡΟΥ,Κέχρου,Βούρλα,τα,τα,41.24148,25.81033,,
85,Κάμπος,76,76,164,164,177,177,ΑΝΑΤΟΛΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ ΚΑΙ ΘΡΑΚΗΣ,ΡΟΔΟΠΗΣ,ΑΡΡΙΑΝΩΝ,ΚΕΧΡΟΥ,Κέχρου,Κάμπος,ο,ο,,,,
86,Κερασιά,125,123,135,135,123,123,ΑΝΑΤΟΛΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ ΚΑΙ ΘΡΑΚΗΣ,ΡΟΔΟΠΗΣ,ΑΡΡΙΑΝΩΝ,ΚΕΧΡΟΥ,Κέχρου,Κερασιά,η,η,41.17973,25.28505,,
87,Μικρός Κέχρος,103,94,166,167,217,218,ΑΝΑΤΟΛΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ ΚΑΙ ΘΡΑΚΗΣ,ΡΟΔΟΠΗΣ,ΑΡΡΙΑΝΩΝ,ΚΕΧΡΟΥ,Κέχρου,Μικρός Κέχρος,ο,ο,41.20182,25.85233,,
88,Μαστήρι,74,69,79,79,106,108,ΑΝΑΤΟΛΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ ΚΑΙ ΘΡΑΚΗΣ,ΡΟΔΟΠΗΣ,ΑΡΡΙΑΝΩΝ,ΚΕΧΡΟΥ,Κέχρου,Μοναστήριον,το,το,,,,
89,Τσούκκα,65,62,67,67,96,96,ΑΝΑΤΟΛΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ ΚΑΙ ΘΡΑΚΗΣ,ΡΟΔΟΠΗΣ,ΑΡΡΙΑΝΩΝ,ΚΕΧΡΟΥ,Κέχρου,Τσούκκα,η,η,41.22286,25.81685,,
90,Χαμηλό,84,78,153,150,191,189,ΑΝΑΤΟΛΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ ΚΑΙ ΘΡΑΚΗΣ,ΡΟΔΟΠΗΣ,ΑΡΡΙΑΝΩΝ,ΚΕΧΡΟΥ,Κέχρου,Χαμηλόν,το,το,,,,
91,Χαράδρα,113,113,120,118,126,126,ΑΝΑΤΟΛΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ ΚΑΙ ΘΡΑΚΗΣ,ΡΟΔΟΠΗΣ,ΑΡΡΙΑΝΩΝ,ΚΕΧΡΟΥ,Κέχρου,Χαράδρα,η,η,41.18745,25.88843,,
92,Χλόη,330,299,432,426,429,425,ΑΝΑΤΟΛΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ ΚΑΙ ΘΡΑΚΗΣ,ΡΟΔΟΠΗΣ,ΑΡΡΙΑΝΩΝ,ΚΕΧΡΟΥ,Κέχρου,Χλόη,η,η,41.28877,25.85458,,
93,Οργάνη,496,475,521,511,545,530,ΑΝΑΤΟΛΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ ΚΑΙ ΘΡΑΚΗΣ,ΡΟΔΟΠΗΣ,ΑΡΡΙΑΝΩΝ,ΟΡΓΑΝΗΣ,Οργάνης,Οργάνη,η,η,41.25288,25.68446,,
94,Άνω Κάρδαμος,52,51,131,126,146,148,ΑΝΑΤΟΛΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ ΚΑΙ ΘΡΑΚΗΣ,ΡΟΔΟΠΗΣ,ΑΡΡΙΑΝΩΝ,ΟΡΓΑΝΗΣ,Οργάνης,Άνω Κάρδαμος,ο,ο,,,,
95,Βυρσίνη,307,305,407,403,498,492,ΑΝΑΤΟΛΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ ΚΑΙ ΘΡΑΚΗΣ,ΡΟΔΟΠΗΣ,ΑΡΡΙΑΝΩΝ,ΟΡΓΑΝΗΣ,Οργάνης,Βυρσίνη,η,η,,,,
96,Δρανιά,164,161,170,170,183,181,ΑΝΑΤΟΛΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ ΚΑΙ ΘΡΑΚΗΣ,ΡΟΔΟΠΗΣ,ΑΡΡΙΑΝΩΝ,ΟΡΓΑΝΗΣ,Οργάνης,Δρανιά,η,η,41.24362,25.62741,,
97,Καλύβια,51,50,84,84,134,134,ΑΝΑΤΟΛΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ ΚΑΙ ΘΡΑΚΗΣ,ΡΟΔΟΠΗΣ,ΑΡΡΙΑΝΩΝ,ΟΡΓΑΝΗΣ,Οργάνης,Καλύβια,τα,τα,41.30691,25.84846,,
98,Κάρδαμος,178,174,193,190,220,219,ΑΝΑΤΟΛΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ ΚΑΙ ΘΡΑΚΗΣ,ΡΟΔΟΠΗΣ,ΑΡΡΙΑΝΩΝ,ΟΡΓΑΝΗΣ,Οργάνης,Κάρδαμος,ο,ο,41.27919,25.62541,,
99,Κάτω Βυρσίνη,77,76,174,173,206,205,ΑΝΑΤΟΛΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ ΚΑΙ ΘΡΑΚΗΣ,ΡΟΔΟΠΗΣ,ΑΡΡΙΑΝΩΝ,ΟΡΓΑΝΗΣ,Οργάνης,Κάτω Βυρσίνη,η,η,41.21217,25.6748,,
100,Κόβαλο,58,57,91,89,91,91,ΑΝΑΤΟΛΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ ΚΑΙ ΘΡΑΚΗΣ,ΡΟΔΟΠΗΣ,ΑΡΡΙΑΝΩΝ,ΟΡΓΑΝΗΣ,Οργάνης,Κόβαλον,το,το,41.20803,25.69228,,
101,Κύμη,306,272,406,403,410,408,ΑΝΑΤΟΛΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ ΚΑΙ ΘΡΑΚΗΣ,ΡΟΔΟΠΗΣ,ΑΡΡΙΑΝΩΝ,ΟΡΓΑΝΗΣ,Οργάνης,Κύμη,η,η,41.30414,25.67124,,
102,Μυρτίσκη,385,355,434,433,430,428,ΑΝΑΤΟΛΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ ΚΑΙ ΘΡΑΚΗΣ,ΡΟΔΟΠΗΣ,ΑΡΡΙΑΝΩΝ,ΟΡΓΑΝΗΣ,Οργάνης,Μυρτίσκη,η,η,41.27801,25.77908,,
103,Σμιγάδα,109,101,254,243,272,271,ΑΝΑΤΟΛΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ ΚΑΙ ΘΡΑΚΗΣ,ΡΟΔΟΠΗΣ,ΑΡΡΙΑΝΩΝ,ΟΡΓΑΝΗΣ,Οργάνης,Σμιγάδα,η,η,41.27251,25.73357,,
104,Ίασμος,2586,2534,2739,2749,2620,2536,ΑΝΑΤΟΛΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ ΚΑΙ ΘΡΑΚΗΣ,ΡΟΔΟΠΗΣ,ΙΑΣΜΟΥ,ΙΑΣΜΟΥ,Ιάσμου,Ίασμος,ο,ο,,,,
105,Γαλήνη,289,285,327,330,352,362,ΑΝΑΤΟΛΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ ΚΑΙ ΘΡΑΚΗΣ,ΡΟΔΟΠΗΣ,ΙΑΣΜΟΥ,ΙΑΣΜΟΥ,Ιάσμου,Γαλήνη,η,η,41.10733,25.20595,,
106,Διαλαμπή,469,473,584,628,666,709,ΑΝΑΤΟΛΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ ΚΑΙ ΘΡΑΚΗΣ,ΡΟΔΟΠΗΣ,ΙΑΣΜΟΥ,ΙΑΣΜΟΥ,Ιάσμου,Διαλαμπή,η,η,41.08966,25.14768,,
107,Ιππικό,37,37,85,85,68,67,ΑΝΑΤΟΛΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ ΚΑΙ ΘΡΑΚΗΣ,ΡΟΔΟΠΗΣ,ΙΑΣΜΟΥ,ΙΑΣΜΟΥ,Ιάσμου,Ιππικόν,το,το,,,,
108,Κοπτερό,810,789,840,837,787,793,ΑΝΑΤΟΛΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ ΚΑΙ ΘΡΑΚΗΣ,ΡΟΔΟΠΗΣ,ΙΑΣΜΟΥ,ΙΑΣΜΟΥ,Ιάσμου,Κοπτερόν,το,το,41.11968,25.12296,,
109,Μελίταινα,15,15,42,42,27,27,ΑΝΑΤΟΛΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ ΚΑΙ ΘΡΑΚΗΣ,ΡΟΔΟΠΗΣ,ΙΑΣΜΟΥ,ΙΑΣΜΟΥ,Ιάσμου,Μελίταινα,η,η,41.23837,25.20421,,
110,Μωσαϊκό,193,189,179,188,217,218,ΑΝΑΤΟΛΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ ΚΑΙ ΘΡΑΚΗΣ,ΡΟΔΟΠΗΣ,ΙΑΣΜΟΥ,ΙΑΣΜΟΥ,Ιάσμου,Μωσαϊκόν,το,το,41.09225,25.19599,,
111,Αμβροσία,432,428,600,592,751,804,ΑΝΑΤΟΛΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ ΚΑΙ ΘΡΑΚΗΣ,ΡΟΔΟΠΗΣ,ΙΑΣΜΟΥ,ΙΑΣΜΟΥ,Αμβροσίας,Αμβροσία,η,η,41.08915,25.23613,,
112,Μικρ Παλλάδι,60,60,52,44,43,44,ΑΝΑΤΟΛΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ ΚΑΙ ΘΡΑΚΗΣ,ΡΟΔΟΠΗΣ,ΙΑΣΜΟΥ,ΙΑΣΜΟΥ,Αμβροσίας,Μικρόν Παλλάδιον,το,το,,,,
113,Παλλάδι,274,274,316,316,394,399,ΑΝΑΤΟΛΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ ΚΑΙ ΘΡΑΚΗΣ,ΡΟΔΟΠΗΣ,ΙΑΣΜΟΥ,ΙΑΣΜΟΥ,Αμβροσίας,Παλλάδιον,το,το,41.06126,25.23554,,
114,Σάλπη,470,468,678,679,662,670,ΑΝΑΤΟΛΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ ΚΑΙ ΘΡΑΚΗΣ,ΡΟΔΟΠΗΣ,ΙΑΣΜΟΥ,ΙΑΣΜΟΥ,Σάλπης,Σάλπη,η,η,41.05183,25.19104,,
115,Γλυκέρι,68,68,122,124,136,145,ΑΝΑΤΟΛΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ ΚΑΙ ΘΡΑΚΗΣ,ΡΟΔΟΠΗΣ,ΙΑΣΜΟΥ,ΙΑΣΜΟΥ,Σάλπης,Γλυκονέριον,το,το,,,,
116,Αμαξάδες,1195,1120,1060,1030,1039,1047,ΑΝΑΤΟΛΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ ΚΑΙ ΘΡΑΚΗΣ,ΡΟΔΟΠΗΣ,ΙΑΣΜΟΥ,ΑΜΑΞΑΔΩΝ,Αμαξάδων,Αμαξάδες,οι,οι,,,,
117,Άνω Αμαξάδες,563,562,542,533,502,510,ΑΝΑΤΟΛΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ ΚΑΙ ΘΡΑΚΗΣ,ΡΟΔΟΠΗΣ,ΙΑΣΜΟΥ,ΑΜΑΞΑΔΩΝ,Αμαξάδων,Άνω Αμαξάδες,οι,οι,41.12831,25.0611,,
118,Μοναχοί,15,14,28,28,51,51,ΑΝΑΤΟΛΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ ΚΑΙ ΘΡΑΚΗΣ,ΡΟΔΟΠΗΣ,ΙΑΣΜΟΥ,ΑΜΑΞΑΔΩΝ,Αμαξάδων,Μοναχοί,οι,οι,,,,
119,Σώστης,712,705,751,750,821,830,ΑΝΑΤΟΛΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ ΚΑΙ ΘΡΑΚΗΣ,ΡΟΔΟΠΗΣ,ΙΑΣΜΟΥ,ΣΩΣΤΟΥ,Σώστη,Σώστης,ο,ο,41.13562,25.27747,,
120,Αγίασμα,326,319,363,361,394,378,ΑΝΑΤΟΛΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ ΚΑΙ ΘΡΑΚΗΣ,ΡΟΔΟΠΗΣ,ΙΑΣΜΟΥ,ΣΩΣΤΟΥ,Ασωμάτων,Αγίασμα,το,το,41.16559,25.37025,,
121,Ασώματοι,712,707,778,786,822,818,ΑΝΑΤΟΛΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ ΚΑΙ ΘΡΑΚΗΣ,ΡΟΔΟΠΗΣ,ΙΑΣΜΟΥ,ΣΩΣΤΟΥ,Ασωμάτων,Ασώματοι,οι,οι,41.15624,25.34273,,
122,Δύμη,403,403,430,431,479,479,ΑΝΑΤΟΛΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ ΚΑΙ ΘΡΑΚΗΣ,ΡΟΔΟΠΗΣ,ΙΑΣΜΟΥ,ΣΩΣΤΟΥ,Ασωμάτων,Δύμη,η,η,41.16947,25.37887,,
123,Θάμνα,513,512,553,550,580,568,ΑΝΑΤΟΛΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ ΚΑΙ ΘΡΑΚΗΣ,ΡΟΔΟΠΗΣ,ΙΑΣΜΟΥ,ΣΩΣΤΟΥ,Ασωμάτων,Θάμνα,τα,τα,41.16309,25.35986,,
124,Φοιτητικές Εστίες Δ.Π.Θ.,346,339,370,380,0,0,ΑΝΑΤΟΛΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ ΚΑΙ ΘΡΑΚΗΣ,ΡΟΔΟΠΗΣ,ΙΑΣΜΟΥ,ΣΩΣΤΟΥ,Ασωμάτων,Φοιτητικές Εστίες Δ.Π.Θ.,Φοιτητικές Εστίες Δ.Π.Θ.,Φοιτητικές Εστίες Δ.Π.Θ.,,,,
125,Ρίζωμα,287,273,263,265,310,309,ΑΝΑΤΟΛΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ ΚΑΙ ΘΡΑΚΗΣ,ΡΟΔΟΠΗΣ,ΙΑΣΜΟΥ,ΣΩΣΤΟΥ,Ασωμάτων,Ρίζωμα,το,το,41.15396,25.34999,,
126,Φωλέα,264,263,251,251,240,238,ΑΝΑΤΟΛΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ ΚΑΙ ΘΡΑΚΗΣ,ΡΟΔΟΠΗΣ,ΙΑΣΜΟΥ,ΣΩΣΤΟΥ,Ασωμάτων,Φωλέα,η,η,,,,
127,Κερασέα,8,8,13,16,17,19,ΑΝΑΤΟΛΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ ΚΑΙ ΘΡΑΚΗΣ,ΡΟΔΟΠΗΣ,ΙΑΣΜΟΥ,ΣΩΣΤΟΥ,Κερασέας,Κερασέα,η,η,38.7365,21.47056,,
128,Ληνός,411,398,396,408,425,423,ΑΝΑΤΟΛΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ ΚΑΙ ΘΡΑΚΗΣ,ΡΟΔΟΠΗΣ,ΙΑΣΜΟΥ,ΣΩΣΤΟΥ,Ληνού,Ληνός,ο,ο,41.13282,25.25878,,
129,Μέγα Πιστό,886,870,938,950,891,888,ΑΝΑΤΟΛΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ ΚΑΙ ΘΡΑΚΗΣ,ΡΟΔΟΠΗΣ,ΙΑΣΜΟΥ,ΣΩΣΤΟΥ,Μέγα Πιστού,Μέγα Πιστόν,το,το,41.14712,25.30108,,
130,Μίσχος,729,721,736,724,792,797,ΑΝΑΤΟΛΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ ΚΑΙ ΘΡΑΚΗΣ,ΡΟΔΟΠΗΣ,ΙΑΣΜΟΥ,ΣΩΣΤΟΥ,Μίσχου,Μίσχος,ο,ο,41.15318,25.31887,,
131,Πολύανθο,712,688,798,794,890,870,ΑΝΑΤΟΛΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ ΚΑΙ ΘΡΑΚΗΣ,ΡΟΔΟΠΗΣ,ΙΑΣΜΟΥ,ΣΩΣΤΟΥ,Πολυάνθου,Πολύανθον,το,το,41.12916,25.22404,,
132,Κρυστάλλη,9,9,8,10,11,11,ΑΝΑΤΟΛΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ ΚΑΙ ΘΡΑΚΗΣ,ΡΟΔΟΠΗΣ,ΙΑΣΜΟΥ,ΣΩΣΤΟΥ,Πολυάνθου,Κρυστάλλη,η,η,41.22116,25.24447,,
133,Τρίκορφο,16,16,9,9,4,4,ΑΝΑΤΟΛΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ ΚΑΙ ΘΡΑΚΗΣ,ΡΟΔΟΠΗΣ,ΙΑΣΜΟΥ,ΣΩΣΤΟΥ,Πολυάνθου,Τρίκορφον,το,το,41.19249,25.19119,,
134,Σάπες,3351,3287,3812,3754,2334,2247,ΑΝΑΤΟΛΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ ΚΑΙ ΘΡΑΚΗΣ,ΡΟΔΟΠΗΣ,ΜΑΡΩΝΕΙΑΣ - ΣΑΠΩΝ,ΣΑΠΩΝ,Σαπών,Σάπαι,οι,οι,,,,
135,Αετοκορυφή,87,86,91,94,104,122,ΑΝΑΤΟΛΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ ΚΑΙ ΘΡΑΚΗΣ,ΡΟΔΟΠΗΣ,ΜΑΡΩΝΕΙΑΣ - ΣΑΠΩΝ,ΣΑΠΩΝ,Σαπών,Αετοκορυφή,η,η,40.98054,25.61196,,
136,Αρσάκειο,660,650,712,742,756,773,ΑΝΑΤΟΛΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ ΚΑΙ ΘΡΑΚΗΣ,ΡΟΔΟΠΗΣ,ΜΑΡΩΝΕΙΑΣ - ΣΑΠΩΝ,ΣΑΠΩΝ,Σαπών,Αρσάκειον,το,το,41.01521,25.67736,,
137,Βέλκι,329,329,293,297,295,296,ΑΝΑΤΟΛΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ ΚΑΙ ΘΡΑΚΗΣ,ΡΟΔΟΠΗΣ,ΜΑΡΩΝΕΙΑΣ - ΣΑΠΩΝ,ΣΑΠΩΝ,Σαπών,Βέλκιον,το,το,40.98096,25.65334,,
138,Κασσιτερά,17,17,0,30,25,27,ΑΝΑΤΟΛΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ ΚΑΙ ΘΡΑΚΗΣ,ΡΟΔΟΠΗΣ,ΜΑΡΩΝΕΙΑΣ - ΣΑΠΩΝ,ΣΑΠΩΝ,Σαπών,Κασσιτερά,τα,τα,,,,
139,Πρωτάτο,278,277,345,352,398,390,ΑΝΑΤΟΛΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ ΚΑΙ ΘΡΑΚΗΣ,ΡΟΔΟΠΗΣ,ΜΑΡΩΝΕΙΑΣ - ΣΑΠΩΝ,ΣΑΠΩΝ,Σαπών,Πρωτάτον,το,το,41.06898,25.62183,,
140,Τσιφλίκι,87,86,76,76,66,66,ΑΝΑΤΟΛΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ ΚΑΙ ΘΡΑΚΗΣ,ΡΟΔΟΠΗΣ,ΜΑΡΩΝΕΙΑΣ - ΣΑΠΩΝ,ΣΑΠΩΝ,Σαπών,Τσιφλίκιον,το,το,,,,
141,Χαμηλό,179,180,254,254,264,270,ΑΝΑΤΟΛΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ ΚΑΙ ΘΡΑΚΗΣ,ΡΟΔΟΠΗΣ,ΜΑΡΩΝΕΙΑΣ - ΣΑΠΩΝ,ΣΑΠΩΝ,Σαπών,Χαμηλόν,το,το,,,,
142,Αμφία,359,358,390,408,381,384,ΑΝΑΤΟΛΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ ΚΑΙ ΘΡΑΚΗΣ,ΡΟΔΟΠΗΣ,ΜΑΡΩΝΕΙΑΣ - ΣΑΠΩΝ,ΣΑΠΩΝ,Αμφίας,Αμφία,τα,τα,41.08209,25.61567,,
143,Αρίσβη,1054,1045,1087,1102,1177,1174,ΑΝΑΤΟΛΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ ΚΑΙ ΘΡΑΚΗΣ,ΡΟΔΟΠΗΣ,ΜΑΡΩΝΕΙΑΣ - ΣΑΠΩΝ,ΣΑΠΩΝ,Αρίσβης,Αρίσβη,η,η,41.07,25.59041,,
144,Εβρίνος,455,464,507,510,462,473,ΑΝΑΤΟΛΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ ΚΑΙ ΘΡΑΚΗΣ,ΡΟΔΟΠΗΣ,ΜΑΡΩΝΕΙΑΣ - ΣΑΠΩΝ,ΣΑΠΩΝ,Εβρίνου,Εβρίνος,ο,ο,,,,
145,Ιάσι,83,88,155,163,176,191,ΑΝΑΤΟΛΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ ΚΑΙ ΘΡΑΚΗΣ,ΡΟΔΟΠΗΣ,ΜΑΡΩΝΕΙΑΣ - ΣΑΠΩΝ,ΣΑΠΩΝ,Ιασίου,Ιάσιον,το,το,41.07495,25.71446,,
146,Κιζάρι,45,44,68,76,54,56,ΑΝΑΤΟΛΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ ΚΑΙ ΘΡΑΚΗΣ,ΡΟΔΟΠΗΣ,ΜΑΡΩΝΕΙΑΣ - ΣΑΠΩΝ,ΣΑΠΩΝ,Κιζαρίου,Κιζάριον,το,το,41.06131,25.76785,,
147,Κρωβύλη,129,130,220,234,292,297,ΑΝΑΤΟΛΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ ΚΑΙ ΘΡΑΚΗΣ,ΡΟΔΟΠΗΣ,ΜΑΡΩΝΕΙΑΣ - ΣΑΠΩΝ,ΣΑΠΩΝ,Κρωβύλης,Κρωβύλη,η,η,40.95038,25.56425,,
148,Παλαιά Κρωβύλη,277,274,293,293,296,296,ΑΝΑΤΟΛΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ ΚΑΙ ΘΡΑΚΗΣ,ΡΟΔΟΠΗΣ,ΜΑΡΩΝΕΙΑΣ - ΣΑΠΩΝ,ΣΑΠΩΝ,Κρωβύλης,Παλαιά Κρωβύλη,η,η,,,,
149,Πετρωτά,10,10,16,31,19,20,ΑΝΑΤΟΛΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ ΚΑΙ ΘΡΑΚΗΣ,ΡΟΔΟΠΗΣ,ΜΑΡΩΝΕΙΑΣ - ΣΑΠΩΝ,ΣΑΠΩΝ,Κρωβύλης,Πετρωτά,τα,τα,40.90076,25.60806,,
150,Λφάρι,489,490,414,446,570,626,ΑΝΑΤΟΛΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ ΚΑΙ ΘΡΑΚΗΣ,ΡΟΔΟΠΗΣ,ΜΑΡΩΝΕΙΑΣ - ΣΑΠΩΝ,ΣΑΠΩΝ,Λοφαρίου,Λοφάριον,το,το,,,,
151,Αετόλοφος,39,36,53,50,50,62,ΑΝΑΤΟΛΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ ΚΑΙ ΘΡΑΚΗΣ,ΡΟΔΟΠΗΣ,ΜΑΡΩΝΕΙΑΣ - ΣΑΠΩΝ,ΣΑΠΩΝ,Λοφαρίου,Αετόλοφος,ο,ο,41.01088,25.60272,,
152,Νέα Σάντα,188,183,221,231,247,278,ΑΝΑΤΟΛΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ ΚΑΙ ΘΡΑΚΗΣ,ΡΟΔΟΠΗΣ,ΜΑΡΩΝΕΙΑΣ - ΣΑΠΩΝ,ΣΑΠΩΝ,Νέας Σάντας,Νέα Σάντα,η,η,41.10256,25.76147,,
