code,location,mon_plith,astikotita,orinotita,ekt
111020501,ΔΗΜΟΤΙΚΗ ΕΝΟΤΗΤΑ ΠΡΟΣΟΤΣΑΝΗΣ,9065,,1.0,418.885
11102050101,Δημοτική Κοινότητα Προσοτσάνης,3553,True,0.0,48.963
1110205010101,"Προσοτσάνη,η",3553,,,
11102050102,Τοπική Κοινότητα Ανθοχωρίου,132,False,0.0,5.037
1110205010201,"Ανθοχώριον,το",132,,,
11102050103,Τοπική Κοινότητα Γραμμένης,320,False,0.0,4.706
1110205010301,"Γραμμένη,η",320,,,
11102050104,Τοπική Κοινότητα Καλής Βρύσης,705,False,1.0,27.057
1110205010401,"Καλή Βρύση,η",705,,,
11102050105,Τοπική Κοινότητα Καλλιθέας,378,False,1.0,28.189
1110205010501,"Καλλιθέα,η",378,,,
11102050106,Τοπική Κοινότητα Κοκκινογείων,665,False,2.0,71.064
1110205010601,"Κοκκινόγεια,τα",533,,,
1110205010602,"Αγγίτης,ο",82,,,
1110205010603,"Πηγαί,αι",50,,,
11102050107,Τοπική Κοινότητα Μικροπόλεως,845,False,2.0,65.939
1110205010701,"Μικρόπολις,η",845,,,
11102050108,Τοπική Κοινότητα Πανοράματος,42,False,2.0,28.79
1110205010801,"Πανόραμα,το",42,,,
11102050109,Δημοτική Κοινότητα Πετρούσσης,1860,False,1.0,62.381
1110205010901,"Πετρούσσα,η",1704,,,
1110205010902,"Σταυρός,ο",156,,,
11102050110,Τοπική Κοινότητα Πύργων,274,False,2.0,51.443
1110205011001,"Πύργοι,οι",274,,,
11102050111,Τοπική Κοινότητα Χαριτωμένης,291,False,1.0,25.316
1110205011101,"Χαριτωμένη,η",291,,,
111020502,ΔΗΜΟΤΙΚΗ ΕΝΟΤΗΤΑ ΣΙΤΑΓΡΩΝ,4001,,0.0,62.255
11102050201,Τοπική Κοινότητα Φωτολίβους,1484,False,0.0,18.881
1110205020101,"Φωτολίβος,το",1484,,,
11102050202,Τοπική Κοινότητα Αργυρούπολις,661,False,0.0,6.244
1110205020201,"Αργυρούπολις,η",661,,,
11102050203,Τοπική Κοινότητα Μαυρολεύκης,418,False,0.0,10.436
1110205020301,"Μαυρολεύκη,η",418,,,
11102050204,Τοπική Κοινότητα Μεγαλοκάμπου,309,False,0.0,7.27
1110205020401,"Μεγαλόκαμπος,ο",309,,,
11102050205,Τοπική Κοινότητα Μικροκάμπου,242,False,0.0,4.502
1110205020501,"Μικρόκαμπος,ο",242,,,
11102050206,Τοπική Κοινότητα Περιχώρας,185,False,0.0,4.334
1110205020601,"Περιχώρα,η",181,,,
1110205020602,"Άγιος Μηνάς,ο",4,,,
11102050207,Τοπική Κοινότητα Σιταγρών,702,False,0.0,10.588
1110205020701,"Σιταγροί,οι",702,,,
11103,ΠΕΡΙΦΕΡΕΙΑΚΗ ΕΝΟΤΗΤΑ ΕΒΡΟΥ,147947,,,4246.133
1110301,ΔΗΜΟΣ ΑΛΕΞΑΝΔΡΟΥΠΟΛΗΣ,72959,,,1215.453
111030101,ΔΗΜΟΤΙΚΗ ΕΝΟΤΗΤΑ ΑΛΕΞΑΝΔΡΟΥΠΟΛΗΣ,61702,,1.0,641.269
11103010101,Δημοτική Κοινότητα Αλεξανδρούπολης,58125,True,0.0,149.468
1110301010101,"Αλεξανδρούπολις,η",57812,,,
1110301010102,"Αγνάντια,η",158,,,
1110301010103,"Αμφιτρίτη,η",155,,,
11103010102,Τοπική Κοινότητα Άβαντος,527,False,0.0,58.334
1110301010201,"Άβας,ο",527,,,
11103010103,Τοπική Κοινότητα Αισύμης,253,False,1.0,214.697
1110301010301,"Αισύμη,η",193,,,
1110301010302,"Λεπτοκαρυά,η",60,,,
11103010104,Τοπική Κοινότητα Κίρκης,75,False,1.0,53.586
1110301010401,"Κίρκη,ο",75,,,
11103010105,Τοπική Κοινότητα Μάκρης,1919,False,0.0,63.765
1110301010501,"Μάκρη,η",924,,,
1110301010502,"Δίκελλα,τα",290,,,
1110301010503,"Έννατο,το",268,,,
1110301010504,"Κοίμηση Θεοτόκου,η",48,,,
1110301010505,"Μεσημβρία,η",145,,,
1110301010506,"Πανόραμα,το",37,,,
1110301010507,"Παραλία Δικελλών,η",102,,,
1110301010508,"Πλάκα,η",105,,,
11103010106,Τοπική Κοινότητα Συκορράχης,803,False,0.0,101.419
1110301010601,"Συκορράχη,η",202,,,
1110301010602,"Ατάρνη,η",77,,,
1110301010603,"Αύρα,η",135,,,
1110301010604,"Κόμαρος,η",169,,,
1110301010605,"Μέστη,η",112,,,
1110301010606,"Πέραμα,το",108,,,
111030102,ΔΗΜΟΤΙΚΗ ΕΝΟΤΗΤΑ ΤΡΑΪΑΝΟΥΠΟΛΗΣ,2706,,0.0,165.657
11103010201,Τοπική Κοινότητα Ανθείας,1226,False,0.0,24.068
1110301020101,"Αρίστηνον,το",445,,,
1110301020102,"Άνθεια,η",781,,,
11103010202,Τοπική Κοινότητα Δωρικού,341,False,0.0,27.45
1110301020201,"Δωρικόν,το",260,,,
1110301020202,"Αετοχώριον,το",81,,,
11103010203,Τοπική Κοινότητα Λουτρού,769,False,0.0,59.67
1110301020301,"Λουτρός,ο",713,,,
1110301020302,"Λουτρά Τραϊανουπόλεως,τα",29,,,
1110301020303,"Πεύκα,τα",27,,,
11103010204,Τοπική Κοινότητα Νίψης,370,False,0.0,54.469
1110301020401,"Νίψα,η",370,,,
111030103,ΔΗΜΟΤΙΚΗ ΕΝΟΤΗΤΑ ΦΕΡΩΝ,8551,,0.0,408.527
11103010301,Δημοτική Κοινότητα Φερών,5659,True,0.0,83.887
1110301030101,"Φέραι,αι",5457,,,
1110301030102,"Πόρος,ο",202,,,
11103010302,Τοπική Κοινότητα Αρδανίου,306,False,0.0,10.771
1110301030201,"Αρδάνιον,το",306,,,
11103010303,Τοπική Κοινότητα Δορίσκου,520,False,0.0,121.569
1110301030301,"Δορίσκος,ο",276,,,
1110301030302,"Μοναστηράκιον,το",244,,,
11103010304,Τοπική Κοινότητα Καβησού,197,False,0.0,20.75
1110301030401,"Καβησός,η",197,,,
11103010305,Δημοτική Κοινότητα Πέπλου,1514,False,0.0,64.542
1110301030501,"Πέπλος,ο",998,,,
1110301030502,"Βρυσούλα,η",165,,,
1110301030503,"Γεμιστή,η",158,,,
1110301030504,"Κήποι,οι",193,,,
11103010306,Τοπική Κοινότητα Πυλαίας,148,False,0.0,81.489
1110301030601,"Πυλαία,η",79,,,
1110301030602,"Κοίλα,τα",7,,,
1110301030603,"Μελία,η",62,,,
11103010307,Τοπική Κοινότητα Τριφυλλίου,207,False,0.0,25.519
1110301030701,"Τριφύλλιον,το",102,,,
1110301030702,"Ιτέα,η",105,,,
1110302,ΔΗΜΟΣ ΔΙΔΥΜΟΤΕΙΧΟΥ,19493,,,565.728
111030201,ΔΗΜΟΤΙΚΗ ΕΝΟΤΗΤΑ ΔΙΔΥΜΟΤΕΙΧΟΥ,16078,,0.0,355.066
11103020101,Δημοτική Κοινότητα Διδυμοτείχου,9367,True,0.0,41.278
1110302010101,"Διδυμότειχον,το",9263,,,
1110302010102,"Νέοι Ψαθάδες,οι",104,,,
11103020102,Τοπική Κοινότητα Ασβεστάδων,192,False,0.0,31.023
1110302010201,"Ασβεστάδες,οι",192,,,
11103020103,Τοπική Κοινότητα Ασημένιου,334,False,0.0,11.437
1110302010301,"Ασημένιον,το",334,,,
11103020104,Δημοτική Κοινότητα Ελληνοχωρίου,1373,False,0.0,62.585
1110302010401,"Ελληνοχώριον,το",593,,,
1110302010402,"Θυρέα,η",160,,,
1110302010403,"Λαγός,ο",620,,,
11103020105,Τοπική Κοινότητα Ισαακίου,407,False,0.0,13.03
1110302010501,"Ισαάκιον,το",407,,,
11103020106,Τοπική Κοινότητα Καρωτής,271,False,0.0,13.749
1110302010601,"Καρωτή,η",271,,,
11103020107,Τοπική Κοινότητα Κουφοβούνου,629,False,0.0,21.635
1110302010701,"Κουφόβουνον,το",629,,,
11103020108,Τοπική Κοινότητα Κυανής,474,False,0.0,23.961
1110302010801,"Κυανή,η",474,,,
11103020109,Τοπική Κοινότητα Μάνης,538,False,0.0,39.88
1110302010901,"Μάνη,η",385,,,
1110302010902,"Ευγενικόν,το",85,,,
1110302010903,"Σιταριά,η",68,,,
11103020110,Τοπική Κοινότητα Πετράδων,184,False,0.0,11.696
1110302011001,"Πετράδες,οι",184,,,
11103020111,Τοπική Κοινότητα Ποιμενικού,343,False,0.0,15.636
1110302011101,"Ποιμενικόν,το",343,,,
11103020112,Τοπική Κοινότητα Πραγγίου,304,False,0.0,14.492
1110302011201,"Πραγγίον,το",304,,,
11103020113,Τοπική Κοινότητα Πυθίου,541,False,0.0,25.7
1110302011301,"Πύθιον,το",429,,,
1110302011302,"Ρήγιον,το",100,,,
1110302011303,"Σταθμός,ο",12,,,
11103020114,Τοπική Κοινότητα Σιτοχωρίου,326,False,0.0,11.458
1110302011401,"Σιτοχώριον,το",326,,,
11103020115,Τοπική Κοινότητα Σοφικό,795,False,0.0,17.506
1110302011501,"Σοφικόν,το",795,,,
111030202,ΔΗΜΟΤΙΚΗ ΕΝΟΤΗΤΑ ΜΕΤΑΞΑΔΩΝ,3415,,0.0,210.662
11103020201,Τοπική Κοινότητα Μεταξάδων,717,False,0.0,52.952
1110302020101,"Μεταξάδες,οι",687,,,
1110302020102,"Αβδέλλα,η",30,,,
11103020202,Τοπική Κοινότητα Αλεποχωρίου,365,False,0.0,27.535
1110302020201,"Αλεποχώριον,το",237,,,
1110302020202,"Πολιά,η",128,,,
11103020203,Τοπική Κοινότητα Ασπρονερίου,538,False,0.0,23.829
1110302020301,"Ασπρονέριον,το",466,,,
1110302020302,"Γιατράδες,οι",72,,,
11103020204,Τοπική Κοινότητα Βρυσικών,304,False,0.0,24.764
1110302020401,"Βρυσικά,τα",162,,,
1110302020402,"Σαύρα,η",142,,,
11103020205,Τοπική Κοινότητα Δόξης,410,False,0.0,11.566
1110302020501,"Δόξα,η",410,,,
11103020206,Τοπική Κοινότητα Ελαφοχωρίου,433,False,0.0,34.943
1110302020601,"Ελαφοχώριον,το",133,,,
1110302020602,"Βρύση,η",43,,,
1110302020603,"Χιονάδες,αι",257,,,
11103020207,Τοπική Κοινότητα Λάδης,180,False,0.0,9.261
1110302020701,"Λάδη,η",180,,,
11103020208,Τοπική Κοινότητα Παλιουρίου,468,False,0.0,25.812
1110302020801,"Παλιούριον,το",468,,,
1110303,ΔΗΜΟΣ ΟΡΕΣΤΙΑΔΑΣ,37695,,,957.302
111030301,ΔΗΜΟΤΙΚΗ ΕΝΟΤΗΤΑ ΟΡΕΣΤΙΑΔΟΣ,23584,,0.0,257.264
11103030101,Δημοτική Κοινότητα Ορεστιάδος,20211,True,0.0,105.932
1110303010101,"Ορεστιάς,η",18426,,,
1110303010102,"Λεπτή,η",641,,,
1110303010103,"Νέος Πύργος,ο",943,,,
1110303010104,"Παλαιά Σαγήνη,η",15,,,
1110303010105,"Σάκκος,ο",186,,,
11103030102,Τοπική Κοινότητα Αμπελακίων,470,False,0.0,25.29
1110303010201,"Αμπελάκια,τα",470,,,
11103030103,Τοπική Κοινότητα Βάλτου,403,False,0.0,24.865
1110303010301,"Βάλτος,ο",403,,,
11103030104,Τοπική Κοινότητα Θουρίου,643,False,0.0,12.208
1110303010401,"Θούριον,το",643,,,
11103030105,Τοπική Κοινότητα Μεγάλης Δοξιπάρας,302,False,0.0,14.54
1110303010501,"Μεγάλη Δοξιπάρα,η",302,,,
11103030106,Τοπική Κοινότητα Νέου Χειμωνίου,444,False,0.0,19.64
1110303010601,"Νέον Χειμώνιον,το",444,,,
11103030107,Τοπική Κοινότητα Νεοχωρίου,902,False,0.0,37.54
1110303010701,"Νεοχώριον,το",739,,,
1110303010702,"Παταγή,η",163,,,
11103030108,Τοπική Κοινότητα Χανδρά,209,False,0.0,17.249
1110303010801,"Χανδράς,ο",209,,,
111030302,ΔΗΜΟΤΙΚΗ ΕΝΟΤΗΤΑ ΒΥΣΣΑΣ,6515,,0.0,169.903
11103030201,Δημοτική Κοινότητα Νέας Βύσσης,2805,True,0.0,47.583
1110303020101,"Νέα Βύσσα,η",2805,,,
11103030202,Τοπική Κοινότητα Καβύλης,758,False,0.0,18.073
1110303020201,"Καβύλη,η",758,,,
11103030203,Τοπική Κοινότητα Καστανεών,1059,False,0.0,26.207
1110303020301,"Καστανέαι,αι",1059,,,
11103030204,Τοπική Κοινότητα Ριζίων,1272,False,0.0,39.017
1110303020401,"Ρίζια,τα",1272,,,
11103030205,Τοπική Κοινότητα Στέρνας,621,False,0.0,39.023
1110303020501,"Στέρνα,η",621,,,
111030303,ΔΗΜΟΤΙΚΗ ΕΝΟΤΗΤΑ ΚΥΠΡΙΝΟΥ,2226,,0.0,134.247
11103030301,Τοπική Κοινότητα Κυπρίνος,806,False,0.0,21.403
1110303030101,"Κυπρίνος,ο",806,,,
11103030302,Τοπική Κοινότητα Γαλήνης,0,False,0.0,10.237
1110303030201,"Γαλήνη,η",0,,,
11103030303,Τοπική Κοινότητα Ζώνης,449,False,0.0,46.885
1110303030301,"Ζώνη,η",150,,,
1110303030302,"Μικρά Δοξιπάρα,η",209,,,
1110303030303,"Χελιδών,η",90,,,
11103030304,Τοπική Κοινότητα Φυλακίου,971,False,0.0,55.722
1110303030401,"Φυλάκιον,το",595,,,
1110303030402,"Αμμόβουνον,το",113,,,
1110303030403,"Κέραμος,ο",263,,,
111030304,ΔΗΜΟΤΙΚΗ ΕΝΟΤΗΤΑ ΤΡΙΓΩΝΟΥ,5370,,0.0,395.888
11103030401,Τοπική Κοινότητα Δικαίων,834,False,0.0,61.644
1110303040101,"Δίκαια,τα",561,,,
1110303040102,"Δίλοφος,ο",52,,,
1110303040103,"Κριός,ο",40,,,
1110303040104,"Πάλλη,η",181,,,
11103030402,Τοπική Κοινότητα Άρζου,433,False,0.0,23.135
1110303040201,"Άρζος,ο",237,,,
1110303040202,"Καναδάς,ο",196,,,
11103030403,Τοπική Κοινότητα Ελαίας,428,False,0.0,18.061
1110303040301,"Ελαία,η",428,,,
11103030404,Τοπική Κοινότητα Θεραπειό,86,False,0.0,13.071
1110303040401,"Θεραπειό,το",86,,,
11103030405,Τοπική Κοινότητα Κομάρων,628,False,0.0,33.245
1110303040501,"Κόμαρα,τα",628,,,
11103030406,Τοπική Κοινότητα Μαρασίων,140,False,0.0,17.025
1110303040601,"Μαράσια,τα",140,,,
11103030407,Τοπική Κοινότητα Μηλέα,54,False,0.0,7.497
1110303040701,"Μηλέα,η",54,,,
11103030408,Τοπική Κοινότητα Ορμενίου,557,False,0.0,31.129
1110303040801,"Ορμένιον,το",557,,,
11103030409,Τοπική Κοινότητα Πενταλόφου,510,False,0.0,59.105
1110303040901,"Πεντάλοφος,ο",510,,,
11103030410,Τοπική Κοινότητα Πετρωτών,270,False,0.0,69.588
1110303041001,"Πετρωτά,τα",270,,,
11103030411,Τοπική Κοινότητα Πλάτης,655,False,0.0,19.572
1110303041101,"Πλάτη,η",655,,,
11103030412,Τοπική Κοινότητα Πτελέας,441,False,0.0,23.974
1110303041201,"Πτελέα,η",441,,,
11103030413,Τοπική Κοινότητα Σπηλαίου,334,False,0.0,18.842
1110303041301,"Σπήλαιον,το",334,,,
1110304,ΔΗΜΟΣ ΣΑΜΟΘΡΑΚΗΣ,2859,False,1.0,180.509
1110304000001,"Σαμοθράκη,η",653,,,
1110304000002,"Αλώνια,τα",291,,,
1110304000003,"Άνω Καρυώται,οι",22,,,
1110304000004,"Άνω Μεριά,η",57,,,
1110304000005,"Δάφνες,οι",16,,,
1110304000006,"Θέρμα,τα",106,,,
1110304000007,"Καμαριώτισσα,η",1069,,,
1110304000008,"Κατσαμπάς,ο",15,,,
1110304000009,"Κάτω Καρυώται,οι",41,,,
1110304000010,"Λάκκωμα,το",317,,,
1110304000011,"Μακρυλιές,οι",12,,,
1110304000012,"Ξηροπόταμος,ο",29,,,
1110304000013,"Παλαιόπολις,η",36,,,
1110304000014,"Ποταμιά,η",6,,,
1110304000015,"Προφήτης Ηλίας,ο",189,,,
1110305,ΔΗΜΟΣ ΣΟΥΦΛΙΟΥ,14941,,,1327.141
111030501,ΔΗΜΟΤΙΚΗ ΕΝΟΤΗΤΑ ΣΟΥΦΛΙΟΥ,6170,,0.0,462.74
11103050101,Δημοτική Κοινότητα Σουφλίου,4487,True,0.0,160.251
1110305010101,"Σουφλίον,το",3837,,,
1110305010102,"Γιαννούλη,η",185,,,
1110305010103,"Σιδηρώ,η",465,,,
11103050102,Τοπική Κοινότητα Δαδιάς,546,False,1.0,247.963
1110305010201,"Δαδιά,η",533,,,
1110305010202,"Κοτρωνιά,η",12,,,
1110305010203,"Μονή Δαδιάς,η",1,,,
11103050103,Τοπική Κοινότητα Κορνοφωλεάς,443,False,0.0,23.103
1110305010301,"Κορνοφωλεά,η",432,,,
1110305010302,"Μονή Κορνοφωλεάς,η",11,,,
11103050104,Τοπική Κοινότητα Λαγυνών,328,False,0.0,17.089
1110305010401,"Λαγυνά,τα",328,,,
11103050105,Τοπική Κοινότητα Λυκόφωτος,366,False,0.0,14.334
1110305010501,"Λυκόφως,το",366,,,
111030502,ΔΗΜΟΤΙΚΗ ΕΝΟΤΗΤΑ ΟΡΦΕΑ,4761,,1.0,644.456
11103050201,Τοπική Κοινότητα Λαβάρων,1093,False,0.0,42.921
1110305020101,"Λάβαρα,τα",1093,,,
11103050202,Τοπική Κοινότητα Αμορίου,412,False,0.0,25.69
1110305020201,"Αμόριον,το",412,,,
11103050203,Τοπική Κοινότητα Κυριακής,100,False,0.0,51.224
1110305020301,"Κυριακή,η",100,,,
11103050204,Τοπική Κοινότητα Μάνδρας,150,False,0.0,23.712
1110305020401,"Μάνδρα,η",150,,,
11103050205,Τοπική Κοινότητα Μαυροκκλησίου,313,False,0.0,53.794
1110305020501,"Μαυροκκλήσιον,το",112,,,
1110305020502,"Κόρυμβος,ο",201,,,
11103050206,Δημοτική Κοινότητα Μικρού Δερείου,1903,False,1.0,396.641
1110305020601,"Μικρόν Δέρειον,το",158,,,
1110305020602,"Γέρικον,το",125,,,
1110305020603,"Γονικόν,το",309,,,
1110305020604,"Μέγα Δέρειον,το",528,,,
1110305020605,"Πετρόλοφος,ο",112,,,
1110305020606,"Ρούσσα,η",325,,,
1110305020607,"Σιδηροχώριον,το",346,,,
11103050207,Τοπική Κοινότητα Πρωτοκκλησίου,790,False,0.0,50.474
1110305020701,"Πρωτοκκλήσιον,το",260,,,
1110305020702,"Αγριάνη,η",530,,,
111030503,ΔΗΜΟΤΙΚΗ ΕΝΟΤΗΤΑ ΤΥΧΕΡΟΥ,4010,,0.0,219.945
11103050301,Δημοτική Κοινότητα Τυχερού,2311,True,0.0,36.441
1110305030101,"Τυχερόν,το",2311,,,
11103050302,Τοπική Κοινότητα Λευκίμμης,201,False,0.0,119.533
1110305030201,"Λευκίμμη,η",201,,,
11103050303,Τοπική Κοινότητα Λύρας,185,False,0.0,20.084
1110305030301,"Λύρα,η",185,,,
11103050304,Τοπική Κοινότητα Προβατώνος,1004,False,0.0,29.588
